year,county_FIP,topic,stance,gender,aggressiveness,temperature_avg,sentiment
2010,690,Weather Extremes,neutral,female,aggressive,-6.668868499999999,-0.4272652271270752
2010,700,Weather Extremes,neutral,female,not aggressive,-0.7124933104545456,-0.09617254420885275
2010,710,Weather Extremes,believer,male,not aggressive,-0.13258790952380958,0.029389737774699463
2010,730,Weather Extremes,neutral,male,not aggressive,-4.878002,0.2726008199532827
2010,740,Weather Extremes,neutral,male,not aggressive,-1.8281451,-0.5829171503663063
2010,750,Weather Extremes,believer,male,aggressive,-2.0428595,0.517089909689767
2010,760,Weather Extremes,neutral,male,not aggressive,0.07554838596800004,-0.09011158409944924
2010,770,Weather Extremes,believer,male,aggressive,-0.6478586053658536,-0.23587227257565385
2010,775,Weather Extremes,denier,male,not aggressive,-7.916757,-0.2305456297397613
2010,790,Weather Extremes,believer,male,not aggressive,-1.73597055,0.07035114125928495
2010,800,Weather Extremes,denier,male,not aggressive,-1.2190842000000002,-0.4017068445583185
2010,810,Weather Extremes,neutral,male,not aggressive,-1.3274929537538462,-0.027149443152384052
2010,820,Donald Trump versus Science,neutral,male,aggressive,3.3357632000000006,0.3972318917512893
2010,830,Global stance,neutral,male,aggressive,1.1325145241666668,-0.04805473167270124
2010,840,Weather Extremes,denier,male,not aggressive,-1.8204069499999995,0.038679784079392765
2011,001,Weather Extremes,believer,male,not aggressive,0.9455742959940101,-0.061640137860415965
2011,003,Weather Extremes,neutral,male,not aggressive,0.5067211205306644,-0.06016214717564778
2011,005,Weather Extremes,neutral,male,not aggressive,-0.26170628322007067,-0.09021388203705345
2011,006,Ideological Positions on Global Warming,neutral,undefined,not aggressive,2.0628288,-0.3278994295597076
2011,007,Weather Extremes,neutral,male,not aggressive,1.1610335709509803,-0.050844657708394615
2011,009,Weather Extremes,neutral,male,not aggressive,0.8887724640339703,-0.0714884017626222
2011,011,Weather Extremes,neutral,male,not aggressive,0.5628138098099548,-0.06919907623153747
2011,013,Weather Extremes,neutral,male,not aggressive,0.0509667132884583,-0.08113368515702707
2011,014,Weather Extremes,neutral,male,not aggressive,0.5994982057142858,-0.08066193602539243
2011,015,Weather Extremes,neutral,male,not aggressive,0.19501633818138425,-0.1019287589209958
2011,017,Weather Extremes,neutral,male,not aggressive,1.1480106356092796,-0.051747883324389794
2011,019,Weather Extremes,neutral,male,not aggressive,0.39068681630735297,-0.061296190510323076
2011,021,Weather Extremes,believer,male,not aggressive,0.9413958167929516,-0.10134330922236051
2011,023,Weather Extremes,believer,male,aggressive,1.4311148532795033,-0.052595246170366136
2011,025,Weather Extremes,neutral,male,not aggressive,1.4443714140560246,-0.047456459652358854
2011,027,Weather Extremes,believer,male,aggressive,1.5287750803388305,-0.06189948437242332
2011,029,Weather Extremes,neutral,male,not aggressive,0.699662274108869,-0.12139335792508886
2011,031,Weather Extremes,neutral,male,not aggressive,0.6493156006298676,-0.04802345082674558
2011,033,Weather Extremes,neutral,male,not aggressive,-0.34762518750571425,-0.06409911398590735
2011,035,Weather Extremes,neutral,male,not aggressive,0.3560316287137558,-0.07079737523827163
2011,037,Weather Extremes,neutral,male,not aggressive,-0.4910456185093307,-0.06606086616362755
2011,039,Weather Extremes,neutral,male,not aggressive,-0.2660457687528302,-0.08737498313702531
2011,041,Weather Extremes,believer,male,not aggressive,0.011884482087804956,-0.0015836554366979545
2011,043,Weather Extremes,believer,male,not aggressive,0.669013573366,-0.05462998712138685
2011,045,Weather Extremes,neutral,male,not aggressive,0.442635476628,-0.1490541756779997
2011,047,Weather Extremes,neutral,male,not aggressive,1.414950285300276,-0.07207836510161796
2011,049,Weather Extremes,neutral,male,not aggressive,0.5490770868141714,-0.06118765420208391
2011,051,Weather Extremes,neutral,male,not aggressive,-0.29407254164176827,-0.05765649061141624
2011,053,Weather Extremes,neutral,male,aggressive,0.36670628898604046,-0.119925419853658
2011,055,Weather Extremes,neutral,male,not aggressive,0.3598872001125,-0.04864814985158245
2011,057,Weather Extremes,believer,male,not aggressive,0.33285867618789805,-0.08044887088236394
2011,059,Weather Extremes,neutral,male,not aggressive,-0.10745263583199513,-0.09961504145991847
2011,061,Weather Extremes,neutral,male,not aggressive,1.6147573366350227,-0.0541659051081849
2011,063,Weather Extremes,neutral,male,not aggressive,0.13108021470877193,-0.08515854532375891
2011,065,Weather Extremes,neutral,male,not aggressive,-0.39367304619601334,-0.07788810496567204
2011,067,Weather Extremes,neutral,male,not aggressive,0.015273160761133591,-0.08898932115332046
2011,069,Weather Extremes,neutral,male,not aggressive,-0.09189348090163932,-0.14321789218412206
2011,071,Weather Extremes,neutral,male,not aggressive,-0.5047827381492958,-0.07248304499545025
2011,073,Weather Extremes,neutral,male,not aggressive,-0.38951105738869296,-0.05309001349565813
2011,075,Weather Extremes,neutral,male,not aggressive,-0.22452765990776152,-0.05886512077849334
2011,077,Weather Extremes,neutral,male,not aggressive,-0.15762819718592957,-0.0410762252484983
2011,079,Weather Extremes,neutral,male,not aggressive,0.21980809277419355,-0.0801741248310325
2011,081,Weather Extremes,neutral,male,not aggressive,0.7407355031012434,-0.06730804710512646
2011,083,Weather Extremes,neutral,male,not aggressive,0.6006984922212767,-0.005505112595236378
2011,085,Weather Extremes,believer,male,not aggressive,-0.25965789944420675,-0.08088408550346006
2011,086,Weather Extremes,neutral,male,not aggressive,0.4285173246439629,-0.0638115118634632
2011,087,Weather Extremes,believer,male,not aggressive,-0.05756005789240507,-0.051613619171712775
2011,089,Weather Extremes,neutral,male,not aggressive,0.15513904190909086,-0.1428353967663779
2011,091,Weather Extremes,neutral,male,not aggressive,0.17705143833333328,-0.10662484472839402
2011,093,Weather Extremes,neutral,male,not aggressive,0.5172546055178082,-0.0888229610841165
2011,095,Weather Extremes,neutral,male,not aggressive,0.24179177492824558,-0.05918186986308351
2011,097,Weather Extremes,neutral,male,not aggressive,0.07531433717893832,-0.05742442321532578
2011,099,Weather Extremes,neutral,male,not aggressive,0.4875849458875502,-0.05032690967721179
2011,101,Weather Extremes,neutral,male,aggressive,1.2193305827880951,-0.0006139392937080936
2011,103,Weather Extremes,neutral,male,not aggressive,0.7893067224320652,-0.05728454545667527
2011,105,Weather Extremes,neutral,male,not aggressive,0.6509521506376238,-0.004311795591193869
2011,107,Weather Extremes,believer,male,not aggressive,-0.17187742360396419,-0.04136117907749476
2011,109,Weather Extremes,neutral,male,not aggressive,0.24936950074000006,-0.08932156518546487
2011,111,Weather Extremes,neutral,male,not aggressive,0.4512115622271187,-0.0637806257439846
2011,113,Weather Extremes,neutral,male,not aggressive,0.28607047788875745,-0.11131512682196507
2011,115,Weather Extremes,neutral,male,not aggressive,-0.006166823911081056,-0.07309701785851154
2011,117,Weather Extremes,neutral,male,not aggressive,0.15207661206165413,-0.09663128570100853
2011,119,Weather Extremes,believer,male,not aggressive,0.8564966127186969,-0.11102827120238253
2011,121,Weather Extremes,neutral,male,not aggressive,0.8128089261729685,-0.04778946482639383
2011,123,Weather Extremes,believer,male,not aggressive,0.45131898216346156,-0.06489622602352908
2011,125,Weather Extremes,neutral,male,not aggressive,0.040246077310493816,-0.05306061840290788
2011,127,Weather Extremes,neutral,male,not aggressive,0.8032094848529412,-0.054218694460262486
2011,129,Weather Extremes,neutral,male,not aggressive,0.5608956119999999,0.03356869441544168
2011,131,Weather Extremes,neutral,male,not aggressive,-0.36902906312499995,-0.07107944001495235
2011,133,Weather Extremes,neutral,male,not aggressive,0.3133680095448276,-0.09334879524038614
2011,135,Weather Extremes,neutral,male,not aggressive,1.4673607799545454,-0.0528403477315003
2011,137,Weather Extremes,neutral,male,not aggressive,0.1969918140909093,-0.07701557280386775
2011,139,Weather Extremes,neutral,male,not aggressive,-0.01374754833333334,-0.13567338371055668
2011,141,Ideological Positions on Global Warming,believer,female,not aggressive,0.6068848473114188,-0.2649101065737096
2011,143,Weather Extremes,believer,male,not aggressive,-0.3175661192701421,-0.116253696920147
2011,145,Weather Extremes,neutral,male,not aggressive,0.7111866347222223,-0.012996439952708525
2011,147,Weather Extremes,neutral,male,not aggressive,0.986747471122449,-0.05987764583181812
2011,149,Weather Extremes,neutral,male,not aggressive,-0.017078224625925936,-0.08504216354044337
2011,151,Weather Extremes,neutral,male,not aggressive,0.9568894790476192,-0.11449580719149546
2011,153,Weather Extremes,neutral,male,not aggressive,0.3332668279933333,-0.03941788911456436
2011,155,Weather Extremes,neutral,male,not aggressive,1.5002075541666666,-0.07915978159200777
2011,157,Weather Extremes,neutral,male,not aggressive,-0.008779221956938017,-0.05049024470013956
2011,159,Weather Extremes,denier,male,not aggressive,0.8761184471111111,-0.20580065877226608
2011,161,Weather Extremes,neutral,male,not aggressive,0.8116824243616162,-0.017417875187453156
2011,163,Weather Extremes,neutral,male,not aggressive,1.0118971555972431,-0.022127503687852525
2011,165,Weather Extremes,neutral,male,not aggressive,0.5407840090212767,-0.1487055016524
2011,167,Weather Extremes,neutral,male,not aggressive,1.0236680563793104,-0.06255373915323435
2011,169,Weather Extremes,neutral,male,not aggressive,-0.1499365942400001,-0.026646635585715533
2011,171,Weather Extremes,believer,male,not aggressive,1.502126461111111,-0.1463955612933194
2011,173,Weather Extremes,neutral,male,not aggressive,-0.060315512545454524,-0.01930204503068019
2011,175,Weather Extremes,neutral,male,aggressive,1.9768336139999998,-0.017361005535125706
2011,177,Weather Extremes,neutral,female,not aggressive,-0.27389208879999993,-0.07397519669879567
2011,179,Weather Extremes,believer,male,not aggressive,0.9503126230747332,-0.019043936683799705
2011,181,Weather Extremes,neutral,female,not aggressive,-2.752360491428572,0.14053899488562632
2011,183,Weather Extremes,neutral,male,not aggressive,0.9656409516158192,-0.09102437108246793
2011,185,Weather Extremes,believer,male,not aggressive,-1.2895919656250001,-0.010542061230138167
2011,186,Impact of Resource Overconsumption,believer,male,not aggressive,-3.1459740000000003,-0.6445141625165939
2011,187,Weather Extremes,neutral,male,not aggressive,-0.6286521128181818,-0.1216696266001145
2011,189,Weather Extremes,neutral,male,not aggressive,1.0180143910370372,-0.05278389511991111
2011,191,Weather Extremes,neutral,male,not aggressive,2.8762214714285714,0.1865642241682325
2011,193,Weather Extremes,neutral,male,not aggressive,-0.38039048499999994,0.08923463285116502
2011,195,Weather Extremes,neutral,male,not aggressive,-2.729105067272727,-0.12087662975475043
2011,197,Weather Extremes,believer,male,aggressive,2.187545675,0.17254193329961753
2011,199,Weather Extremes,neutral,male,not aggressive,1.7964082291666668,0.006870348771735822
2011,201,Weather Extremes,neutral,male,not aggressive,0.3750013423724374,-0.03503664865190075
2011,203,Weather Extremes,denier,male,not aggressive,-1.957075225,0.019007684463262536
2011,205,Weather Extremes,denier,male,aggressive,-5.812803499999999,-0.13196203520298003
2011,207,Undefined / One Word Hashtags,denier,male,not aggressive,-4.352515,-0.4960424005985259
2011,209,Weather Extremes,believer,male,aggressive,-0.7400876844444445,-0.06857604270511203
2011,211,Weather Extremes,believer,male,not aggressive,-3.2497628200000004,-0.31195714114065526
2011,213,Weather Extremes,neutral,male,not aggressive,-0.7672042185714286,-0.17504560126114618
2011,215,Weather Extremes,believer,male,not aggressive,0.926304807,-0.029672511653948293
2011,217,Weather Extremes,neutral,male,not aggressive,-1.1918837714285715,0.1342855624641691
2011,219,Weather Extremes,neutral,male,aggressive,2.7658792100000005,-0.4168529188334941
2011,221,Weather Extremes,believer,male,not aggressive,-5.5422149,0.02791515088081359
2011,223,Weather Extremes,neutral,male,not aggressive,-0.29531299999999994,0.2606393663273917
2011,225,Weather Extremes,believer,male,not aggressive,0.2488431880000001,-0.028547225125630682
2011,227,Weather Extremes,neutral,male,not aggressive,1.1332162817500002,-0.2049133563975493
2011,229,Weather Extremes,believer,female,aggressive,-2.5570117999999997,-0.43628434995810195
2011,231,Weather Extremes,neutral,female,not aggressive,-0.005135500000000182,-0.4992897190928459
2011,237,Weather Extremes,believer,male,not aggressive,0.2569106,-0.299464458934466
2011,239,Weather Extremes,neutral,male,not aggressive,1.1189553075,0.11696583363839555
2011,243,Weather Extremes,denier,male,not aggressive,6.19675,-0.4713562573432922
2011,245,Weather Extremes,neutral,male,not aggressive,1.88286892,0.05453344095739208
2011,247,Weather Extremes,neutral,male,not aggressive,-2.787161,0.0929138417482376
2011,251,Weather Extremes,neutral,male,aggressive,-0.3695998333333333,-0.26968268839959747
2011,255,Weather Extremes,believer,male,not aggressive,4.7098155,0.0335014605283737
2011,257,Donald Trump versus Science,denier,female,aggressive,2.2817512825,0.04651296961903569
2011,259,Seriousness of Gas Emissions,neutral,male,not aggressive,2.7601896000000004,0.18685986104276445
2011,273,Ideological Positions on Global Warming,believer,male,not aggressive,1.9313249,-0.018264892053604098
2011,275,Weather Extremes,denier,male,not aggressive,4.803684,0.0962891727685928
2011,277,Seriousness of Gas Emissions,neutral,male,not aggressive,-1.4032792399999998,0.14024651446342468
2011,279,Weather Extremes,believer,male,not aggressive,-2.4833727,-0.3382903808752696
2011,281,Weather Extremes,believer,male,not aggressive,8.253160000000001,-0.1800981225013733
2011,283,Weather Extremes,denier,male,not aggressive,-0.5175206636363636,-0.15929755851499963
2011,285,Weather Extremes,neutral,male,aggressive,1.62961996,-0.051661008145544286
2011,287,Donald Trump versus Science,denier,female,not aggressive,2.3431841666666666,0.2818759694523281
2011,289,Weather Extremes,neutral,male,not aggressive,1.0963922354285713,-0.1546271918878606
2011,291,Weather Extremes,neutral,male,aggressive,5.74499765,-0.07634018741846085
2011,293,Weather Extremes,denier,male,aggressive,0.32479140850000005,-0.1305726435701052
2011,297,Weather Extremes,neutral,male,not aggressive,-4.98296165,0.0819902791451525
2011,299,Weather Extremes,neutral,male,not aggressive,2.4257108666666665,-0.2000306651486291
2011,303,Weather Extremes,believer,male,not aggressive,1.8903803068965521,-0.103804627540138
2011,309,Weather Extremes,neutral,male,aggressive,0.6255657886666667,-0.0661966598351208
2011,313,Weather Extremes,neutral,male,not aggressive,0.19271854,-0.2396031742762636
2011,315,Weather Extremes,neutral,male,not aggressive,-5.317086,-0.5468780767202377
2011,317,Weather Extremes,believer,female,not aggressive,-1.8252293,-0.10990541821718211
2011,321,Weather Extremes,neutral,male,not aggressive,-5.40559295,-0.03931057505607607
2011,323,Weather Extremes,believer,male,not aggressive,3.521880133333333,-0.4305883669190937
2011,325,Seriousness of Gas Emissions,neutral,female,aggressive,1.3515006,0.118483685350418
2011,329,Weather Extremes,denier,male,not aggressive,0.6224779446666667,-0.06880334099928541
2011,337,Weather Extremes,neutral,female,not aggressive,-4.9646316,-0.2510299815177917
2011,339,Weather Extremes,neutral,male,not aggressive,-0.4281268749999999,-0.10102514964179844
2011,343,Weather Extremes,believer,male,not aggressive,3.881207,-0.3719084893226623
2011,347,Seriousness of Gas Emissions,neutral,male,not aggressive,0.32062292,0.5673259015321732
2011,351,Weather Extremes,believer,male,not aggressive,1.842396777,-0.1344036828800484
2011,355,Weather Extremes,believer,female,not aggressive,-0.7354377616000002,-0.15148438671751052
2011,357,Donald Trump versus Science,believer,male,not aggressive,-4.909242,0.5287095745801926
2011,361,Weather Extremes,neutral,male,aggressive,-3.5214905325000005,-0.058116303161780014
2011,363,Weather Extremes,believer,male,aggressive,3.818159983333333,0.20221721368630727
2011,365,Weather Extremes,neutral,female,not aggressive,-0.7604506499999992,0.033283454334735896
2011,367,Weather Extremes,neutral,female,not aggressive,-1.9404680625000001,0.09098937632652243
2011,369,Weather Extremes,denier,female,not aggressive,-16.998695,-0.4907694294611613
2011,373,Ideological Positions on Global Warming,believer,male,aggressive,-0.71273146,-0.36462694272041324
2011,375,Weather Extremes,neutral,male,not aggressive,-1.817725758333333,0.03966185756090917
2011,377,Weather Extremes,believer,female,aggressive,-14.056524,-0.3394406615018844
2011,381,Weather Extremes,believer,female,aggressive,-7.1798644,0.0092463160991668
2011,397,Weather Extremes,denier,male,not aggressive,-2.504059303617647,-0.20345641671075204
2011,401,Weather Extremes,denier,male,not aggressive,-7.0245275,0.137302767777443
2011,403,Weather Extremes,believer,male,aggressive,3.9214,-0.471535582280159
2011,405,Weather Extremes,neutral,male,not aggressive,-10.93626,0.7151712049722672
2011,409,Weather Extremes,neutral,male,not aggressive,-5.191655,-0.3471237753391266
2011,415,Weather Extremes,believer,female,not aggressive,3.5172441,-0.4273901988267898
2011,421,Weather Extremes,neutral,female,not aggressive,2.17322065,-0.16682592242956165
2011,423,Weather Extremes,neutral,male,not aggressive,2.2265246452941176,-0.05019350947196188
2011,425,Weather Extremes,denier,male,not aggressive,-1.7065012,-0.5144227839708329
2011,427,Weather Extremes,believer,female,not aggressive,6.6538463000000005,0.2452469050645828
2011,429,Impact of Resource Overconsumption,neutral,male,not aggressive,-13.934335999999998,0.3393547351598739
2011,431,Weather Extremes,neutral,male,aggressive,0.5808346,0.0881850188016891
2011,439,Weather Extremes,neutral,male,not aggressive,0.4023379103902439,-0.09981677153036307
2011,441,Weather Extremes,neutral,male,aggressive,2.279903408333334,-0.06318692309922642
2011,451,Weather Extremes,neutral,male,not aggressive,1.6488111944444446,-0.03820301155955702
2011,453,Weather Extremes,believer,male,not aggressive,1.0194429302232746,-0.08246975426775818
2011,457,Donald Trump versus Science,denier,male,not aggressive,-5.710808999999999,-0.7107424000740051
2011,459,Donald Trump versus Science,believer,female,not aggressive,3.139678,-0.6354040380636851
2011,463,Weather Extremes,neutral,male,not aggressive,-5.75559,-0.4999444748401642
2011,465,Seriousness of Gas Emissions,believer,male,not aggressive,2.9351716,0.1755780153036117
2011,469,Weather Extremes,believer,female,not aggressive,-0.5865454666666667,-0.31613328935172824
2011,471,Weather Extremes,neutral,male,not aggressive,5.13688595,-0.5453683519005775
2011,473,Donald Trump versus Science,neutral,male,aggressive,2.487473660526316,-0.05271085832138002
2011,477,Weather Extremes,believer,female,not aggressive,2.726260371428571,-0.19651373461655205
2011,479,Weather Extremes,neutral,male,not aggressive,-3.5800893166666667,0.04285610382821827
2011,485,Weather Extremes,neutral,male,aggressive,-4.198994417777778,-0.286481269739881
2011,491,Weather Extremes,neutral,male,not aggressive,-2.2555577363636363,0.014735728284600498
2011,499,Donald Trump versus Science,believer,female,not aggressive,5.007501599999999,-0.4371689815759659
2011,510,Weather Extremes,believer,male,not aggressive,0.9459649837942219,-0.11515137829784339
2011,520,Weather Extremes,neutral,male,aggressive,-1.1167633999999995,-0.6271814897775649
2011,540,Weather Extremes,believer,male,not aggressive,0.597282491627907,-0.05707047182222618
2011,550,Weather Extremes,neutral,male,not aggressive,0.9514319784615384,-0.05348149031018137
2011,570,Ideological Positions on Global Warming,believer,female,not aggressive,1.86342965,-0.5096276005254852
2011,590,Weather Extremes,denier,male,aggressive,-4.1671457,0.2551502388477324
2011,600,Seriousness of Gas Emissions,believer,male,aggressive,4.70297976,-0.11596940801143645
2011,610,Weather Extremes,neutral,male,aggressive,4.188962283333333,-0.023880846776344184
2011,630,Weather Extremes,believer,male,aggressive,2.7525279366666666,-0.19669058872240558
2011,640,Weather Extremes,neutral,male,not aggressive,0.40349302,-0.4872741252183914
2011,650,Weather Extremes,neutral,male,not aggressive,1.41517826875,-0.14168996495052621
2011,660,Weather Extremes,neutral,female,not aggressive,0.703749271875,-0.021258792199028837
2011,678,Weather Extremes,denier,male,not aggressive,3.6999621,-0.5073415224313735
2011,680,Weather Extremes,neutral,male,not aggressive,-0.1402043057142858,-0.01380879153532236
2011,683,Donald Trump versus Science,denier,male,aggressive,0.33546539999999964,-0.1090201605452431
2011,690,Significance of Pollution Awareness Events,neutral,male,aggressive,-0.16328269,0.0989422913948694
2011,700,Weather Extremes,neutral,male,aggressive,3.9877260666666667,0.12586334579713418
2011,710,Weather Extremes,neutral,male,not aggressive,1.792110071764706,-0.1348437166372935
2011,735,Weather Extremes,denier,male,aggressive,1.200295409090909,-0.18108023344747948
2011,740,Weather Extremes,neutral,male,not aggressive,1.5300313799999998,-0.3255589831829072
2011,750,Weather Extremes,denier,male,not aggressive,-0.9398179,0.0366986593008041
2011,760,Weather Extremes,neutral,male,not aggressive,2.0669617190410956,-0.009348286762593645
2011,770,Weather Extremes,neutral,male,not aggressive,0.5633109117647059,0.04740180003709821
2011,775,Weather Extremes,believer,female,not aggressive,3.722229,-0.2616822459459305
2011,790,Donald Trump versus Science,neutral,male,not aggressive,0.8226613623125002,0.017206430763066397
2011,800,Weather Extremes,neutral,female,not aggressive,6.37890685,-0.22279057240486144
2011,810,Weather Extremes,neutral,female,not aggressive,0.7971803860416667,-0.05929981537517975
2011,820,Weather Extremes,neutral,male,aggressive,-6.286706400000001,-0.4296028344460896
2011,830,Ideological Positions on Global Warming,neutral,male,not aggressive,2.7425327733333336,-0.07252810091177624
2011,840,Weather Extremes,neutral,male,not aggressive,3.037681368,-0.0004203622182210154
2012,001,Weather Extremes,believer,male,not aggressive,1.7457219566665108,-0.029831688917774473
2012,003,Weather Extremes,neutral,male,not aggressive,2.5681747624467817,-0.0503822424341376
2012,005,Weather Extremes,neutral,male,not aggressive,2.712049660289231,-0.009296818810431333
2012,006,Weather Extremes,believer,male,not aggressive,4.678338,0.3463000195741653
2012,007,Weather Extremes,neutral,male,not aggressive,2.8741590837192983,0.0026888451541516663
2012,009,Weather Extremes,believer,male,not aggressive,2.2186019973354036,-0.03348400117063933
2012,011,Weather Extremes,neutral,male,not aggressive,2.0787416209669423,-0.08909291418679753
2012,012,Weather Extremes,neutral,undefined,not aggressive,-5.4187765,0.1409724115292231
2012,013,Weather Extremes,neutral,male,not aggressive,1.9944707124199743,-0.06671171672257072
2012,014,Weather Extremes,neutral,male,aggressive,2.8954345814285714,-0.22820638379293776
2012,015,Weather Extremes,neutral,male,not aggressive,2.594802899284153,-0.011865649944302495
2012,017,Weather Extremes,neutral,male,not aggressive,2.3597471164561776,0.024324001759540952
2012,019,Weather Extremes,believer,male,not aggressive,1.8956810190774818,-0.07316437301060592
2012,021,Weather Extremes,believer,male,not aggressive,2.2971606544383887,0.04035130247726274
2012,023,Weather Extremes,neutral,male,not aggressive,2.018956847459184,-0.008266442426191943
2012,025,Weather Extremes,neutral,male,not aggressive,3.216954850894144,-0.008793606071621489
2012,027,Weather Extremes,believer,male,aggressive,1.7923447186113761,0.034232009648614406
2012,028,Weather Extremes,believer,male,not aggressive,2.2691066,0.8302285697619121
2012,029,Weather Extremes,neutral,male,not aggressive,2.9123227968000003,-0.037555285783177475
2012,031,Weather Extremes,neutral,male,not aggressive,4.738494566751257,0.01377173625330815
2012,033,Weather Extremes,believer,male,not aggressive,0.7355068264477401,-0.05208640147238389
2012,035,Weather Extremes,neutral,male,not aggressive,3.7219970227424244,-0.0077333876771873075
2012,036,Weather Extremes,neutral,male,aggressive,0.39950213,0.4649204875469208
2012,037,Weather Extremes,neutral,male,not aggressive,1.8372001847580721,-0.011992239944974675
2012,039,Weather Extremes,neutral,male,not aggressive,2.122355786978261,-0.04719107014871622
2012,041,Weather Extremes,believer,male,not aggressive,2.3153466667972395,0.05600194200318435
2012,043,Weather Extremes,neutral,male,not aggressive,4.3616582716,-0.04880341909026576
2012,045,Weather Extremes,neutral,male,not aggressive,2.143932482310345,-0.07896597426005597
2012,047,Weather Extremes,believer,male,not aggressive,2.048750598998366,-0.051521935350951155
2012,049,Weather Extremes,neutral,male,not aggressive,3.216585332682353,-0.039137030376601996
2012,051,Weather Extremes,neutral,male,not aggressive,0.51063755,-0.034231374295447876
2012,053,Weather Extremes,neutral,male,not aggressive,3.440044740569007,0.014102657159728284
2012,055,Weather Extremes,neutral,male,not aggressive,3.3927891551838236,0.004071591034837311
2012,057,Weather Extremes,neutral,male,not aggressive,1.8518953729109948,-0.08888031923389045
2012,059,Weather Extremes,neutral,male,not aggressive,1.6509883449204545,-0.06889504921993363
2012,061,Weather Extremes,neutral,male,not aggressive,2.565076685066287,0.0007747314293511296
2012,063,Weather Extremes,neutral,male,not aggressive,3.1518571077611113,-0.04387597180485744
2012,065,Weather Extremes,neutral,male,not aggressive,2.8496677625420164,-0.0022489259709455225
2012,067,Weather Extremes,neutral,male,not aggressive,2.4588189213937826,0.03415906107602652
2012,069,Weather Extremes,neutral,male,not aggressive,2.947148572758621,-0.10636293115265687
2012,071,Weather Extremes,neutral,male,not aggressive,1.7359539048825066,-0.05272436648404333
2012,073,Weather Extremes,neutral,male,not aggressive,1.7280614473117002,-0.04582909029150088
2012,075,Weather Extremes,believer,male,not aggressive,0.5450588441368852,-0.018883743784825772
2012,077,Weather Extremes,neutral,male,not aggressive,3.1996106644545455,0.017500941348350615
2012,079,Weather Extremes,neutral,male,not aggressive,4.761374074699248,0.026223442090564247
2012,081,Weather Extremes,neutral,male,not aggressive,2.583985325221636,-0.0072896577372394055
2012,083,Weather Extremes,believer,male,not aggressive,1.910772817225352,-0.031920165272050875
2012,085,Seriousness of Gas Emissions,believer,male,not aggressive,1.1720817719056926,0.009881574505510261
2012,086,Weather Extremes,neutral,male,not aggressive,-0.12392697696563572,0.0005263712412214052
2012,087,Weather Extremes,believer,male,not aggressive,1.6376625203846154,-0.05693850858885425
2012,089,Weather Extremes,neutral,male,not aggressive,3.1801561182350424,-0.09115572117687695
2012,091,Weather Extremes,neutral,male,not aggressive,3.2989014030874317,-0.0663149259400023
2012,093,Weather Extremes,neutral,male,not aggressive,2.7036736065972224,0.008081797494352776
2012,095,Weather Extremes,neutral,male,not aggressive,2.8019380913812064,-0.03563179471457534
2012,097,Weather Extremes,neutral,male,not aggressive,4.041711397877984,-0.019665720921989344
2012,099,Weather Extremes,neutral,male,not aggressive,1.2530830947205127,-0.011372436003456408
2012,101,Weather Extremes,neutral,male,not aggressive,2.659383552152174,-0.0023300563929521973
2012,102,Weather Extremes,denier,male,not aggressive,3.283862,-0.5885617744525273
2012,103,Weather Extremes,neutral,male,not aggressive,1.8875365688368053,-0.09928517972586026
2012,105,Weather Extremes,neutral,male,not aggressive,2.939172926006024,0.003055105198815554
2012,107,Weather Extremes,neutral,male,not aggressive,2.2987853211951217,-0.021749622542379464
2012,109,Weather Extremes,neutral,male,not aggressive,3.6062767029669813,-0.01586409322140954
2012,111,Weather Extremes,neutral,male,not aggressive,3.4586966054029853,-0.03553541098225946
2012,113,Weather Extremes,neutral,male,not aggressive,2.7387323787804876,0.006727461565194263
2012,115,Weather Extremes,neutral,male,not aggressive,2.446018792385965,-0.014248834724372666
2012,117,Weather Extremes,neutral,male,not aggressive,2.515081490509434,-0.07135102168377942
2012,119,Weather Extremes,believer,male,not aggressive,2.6121717039178747,-0.09476526075160263
2012,121,Weather Extremes,neutral,male,not aggressive,2.397302242092834,-0.047685927622217024
2012,123,Weather Extremes,neutral,male,not aggressive,3.34769712364539,-0.07518416640979415
2012,125,Weather Extremes,neutral,male,not aggressive,2.809532926981595,0.0015023170991174738
2012,127,Weather Extremes,neutral,male,not aggressive,3.3176283662333335,-0.050683024448375975
2012,129,Weather Extremes,neutral,male,aggressive,1.0483966741666666,-0.14312265952502914
2012,131,Weather Extremes,neutral,male,not aggressive,3.272640745769231,-0.043674715780767266
2012,133,Weather Extremes,neutral,male,not aggressive,3.049172883809524,0.012146580631536183
2012,135,Weather Extremes,believer,male,not aggressive,2.9017592793670888,-0.09672414880049471
2012,137,Weather Extremes,neutral,male,not aggressive,5.0750805725,-0.05771131198836698
2012,139,Weather Extremes,neutral,male,not aggressive,3.437449848627451,-0.05412219248060641
2012,141,Weather Extremes,neutral,male,not aggressive,2.729513538854369,-0.082929838886503
2012,143,Weather Extremes,neutral,male,not aggressive,3.779324273333333,-0.13233518146137715
2012,145,Weather Extremes,neutral,male,not aggressive,4.394330951851852,0.07356579763018896
2012,147,Weather Extremes,neutral,male,not aggressive,2.396415740490196,-0.01217514425509753
2012,149,Weather Extremes,neutral,male,not aggressive,2.785457705277778,-0.04602033667948346
2012,151,Weather Extremes,believer,male,not aggressive,2.393266074468085,0.039247335736433346
